Minimum cut between characters:
mify -> muzyka = 24
mify -> chelovek = 19
mify -> karera = 32
mify -> moskva = 26
mify -> media = 21
mify -> deti = 23
mify -> otnosheniia = 16
mify -> obshchestvo = 19
mify -> moda = 19
mify -> sport = 15
mify -> transport = 14
mify -> khimiia = 14
mify -> zhizn = 19
mify -> finansy = 13
mify -> chto-pochitat = 11
mify -> alkogol = 15
mify -> aviatsiia = 18
mify -> temy-net = 23
mify -> avto = 13
mify -> dizain = 12
mify -> fiziologiia = 9
mify -> blizhnii-vostok = 9
mify -> dengi = 9
mify -> knigi = 9
mify -> diskriminatsiia = 10
mify -> rabota = 10
mify -> muzhchiny-i-zhenshchiny = 8
mify -> klassnaia-istoriia = 12
mify -> kriminal = 10
mify -> etiket = 17
mify -> arkhitektura = 13
mify -> liubov = 5
mify -> sssr = 9
mify -> diplomatiia = 9
mify -> islam = 8
mify -> ssha = 8
mify -> son = 8
mify -> non-fiction = 10
mify -> russkii-iazyk = 8
mify -> vselennaia = 5
mify -> kafe-i-restorany = 10
mify -> rynok = 7
mify -> debaty = 11
mify -> ekologiia = 12
mify -> evropa = 7
mify -> liudi = 8
mify -> gender = 5
mify -> feminizm = 6
mify -> serialy = 8
mify -> urbanistika = 6
mify -> semia = 4
mify -> soznanie = 5
mify -> vysshee-obrazovanie = 6
mify -> daish = 5
mify -> astronomiia = 3
mify -> angliiskii-iazyk = 5
mify -> poeziia = 4
muzyka -> chelovek = 19
muzyka -> voina = 22
muzyka -> zhivotnye = 18
muzyka -> krasota = 23
muzyka -> teoriia-nauki = 18
muzyka -> deti = 23
muzyka -> otnosheniia = 16
muzyka -> kosmos = 19
muzyka -> geografiia = 24
muzyka -> obshchestvo = 19
muzyka -> moda = 19
muzyka -> sport = 15
muzyka -> transport = 14
muzyka -> khimiia = 14
muzyka -> zhizn = 19
muzyka -> finansy = 13
muzyka -> alkogol = 15
muzyka -> aviatsiia = 18
muzyka -> avto = 13
muzyka -> dizain = 12
muzyka -> fiziologiia = 9
muzyka -> blizhnii-vostok = 9
muzyka -> dengi = 9
muzyka -> knigi = 9
muzyka -> diskriminatsiia = 10
muzyka -> rabota = 10
muzyka -> khristianstvo = 8
muzyka -> muzhchiny-i-zhenshchiny = 8
muzyka -> klassnaia-istoriia = 12
muzyka -> kriminal = 10
muzyka -> etiket = 17
muzyka -> arkhitektura = 13
muzyka -> liubov = 5
muzyka -> sssr = 9
muzyka -> diplomatiia = 9
muzyka -> islam = 8
muzyka -> ssha = 8
muzyka -> son = 8
muzyka -> russkii-iazyk = 8
muzyka -> vselennaia = 5
muzyka -> kafe-i-restorany = 10
muzyka -> rynok = 7
muzyka -> debaty = 11
muzyka -> ekologiia = 12
muzyka -> evropa = 7
muzyka -> liudi = 8
muzyka -> gender = 5
muzyka -> feminizm = 6
muzyka -> serialy = 8
muzyka -> urbanistika = 6
muzyka -> semia = 4
muzyka -> soznanie = 5
muzyka -> vysshee-obrazovanie = 6
muzyka -> daish = 5
muzyka -> astronomiia = 3
muzyka -> angliiskii-iazyk = 5
chelovek -> karera = 19
chelovek -> voina = 19
chelovek -> moskva = 19
chelovek -> media = 19
chelovek -> zhivotnye = 18
chelovek -> krasota = 19
chelovek -> teoriia-nauki = 18
chelovek -> deti = 19
chelovek -> kosmos = 19
chelovek -> geografiia = 19
chelovek -> moda = 19
chelovek -> sport = 15
chelovek -> transport = 14
chelovek -> khimiia = 14
chelovek -> finansy = 13
chelovek -> chto-pochitat = 11
chelovek -> alkogol = 15
chelovek -> aviatsiia = 18
chelovek -> temy-net = 19
chelovek -> avto = 13
chelovek -> dizain = 12
chelovek -> blizhnii-vostok = 9
chelovek -> dengi = 9
chelovek -> knigi = 9
chelovek -> diskriminatsiia = 10
chelovek -> rabota = 10
chelovek -> khristianstvo = 8
chelovek -> muzhchiny-i-zhenshchiny = 8
chelovek -> klassnaia-istoriia = 12
chelovek -> kriminal = 10
chelovek -> etiket = 17
chelovek -> arkhitektura = 13
chelovek -> liubov = 5
chelovek -> sssr = 9
chelovek -> diplomatiia = 9
chelovek -> islam = 8
chelovek -> ssha = 8
chelovek -> non-fiction = 10
chelovek -> russkii-iazyk = 8
chelovek -> vselennaia = 5
chelovek -> kafe-i-restorany = 10
chelovek -> rynok = 7
chelovek -> debaty = 11
chelovek -> ekologiia = 12
chelovek -> evropa = 7
chelovek -> liudi = 8
chelovek -> gender = 5
chelovek -> feminizm = 6
chelovek -> serialy = 8
chelovek -> urbanistika = 6
chelovek -> semia = 4
chelovek -> soznanie = 5
chelovek -> vysshee-obrazovanie = 6
chelovek -> daish = 5
chelovek -> astronomiia = 3
chelovek -> angliiskii-iazyk = 5
chelovek -> poeziia = 4
karera -> voina = 22
karera -> zhivotnye = 18
karera -> krasota = 23
karera -> teoriia-nauki = 18
karera -> otnosheniia = 16
karera -> kosmos = 19
karera -> geografiia = 25
karera -> obshchestvo = 19
karera -> moda = 19
karera -> sport = 15
karera -> transport = 14
karera -> khimiia = 14
karera -> zhizn = 19
karera -> chto-pochitat = 11
karera -> alkogol = 15
karera -> aviatsiia = 18
karera -> temy-net = 23
karera -> avto = 13
karera -> fiziologiia = 9
karera -> blizhnii-vostok = 9
karera -> dengi = 9
karera -> knigi = 9
karera -> diskriminatsiia = 10
karera -> khristianstvo = 8
karera -> muzhchiny-i-zhenshchiny = 8
karera -> klassnaia-istoriia = 12
karera -> kriminal = 10
karera -> etiket = 17
karera -> arkhitektura = 13
karera -> liubov = 5
karera -> sssr = 9
karera -> diplomatiia = 9
karera -> islam = 8
karera -> ssha = 8
karera -> son = 8
karera -> non-fiction = 10
karera -> russkii-iazyk = 8
karera -> vselennaia = 5
karera -> debaty = 11
karera -> ekologiia = 12
karera -> evropa = 7
karera -> liudi = 8
karera -> gender = 5
karera -> feminizm = 6
karera -> serialy = 8
karera -> urbanistika = 6
karera -> semia = 4
karera -> soznanie = 5
karera -> daish = 5
karera -> astronomiia = 3
karera -> angliiskii-iazyk = 5
karera -> poeziia = 4
voina -> moskva = 22
voina -> media = 21
voina -> zhivotnye = 18
voina -> krasota = 22
voina -> teoriia-nauki = 18
voina -> deti = 22
voina -> otnosheniia = 16
voina -> kosmos = 19
voina -> obshchestvo = 19
voina -> moda = 19
voina -> sport = 15
voina -> transport = 14
voina -> khimiia = 14
voina -> zhizn = 19
voina -> finansy = 13
voina -> chto-pochitat = 11
voina -> alkogol = 15
voina -> temy-net = 22
voina -> avto = 13
voina -> dizain = 12
voina -> fiziologiia = 9
voina -> dengi = 9
voina -> knigi = 9
voina -> diskriminatsiia = 10
voina -> rabota = 10
voina -> khristianstvo = 8
voina -> muzhchiny-i-zhenshchiny = 8
voina -> klassnaia-istoriia = 12
voina -> etiket = 17
voina -> arkhitektura = 13
voina -> liubov = 5
voina -> son = 8
voina -> non-fiction = 10
voina -> russkii-iazyk = 8
voina -> vselennaia = 5
voina -> kafe-i-restorany = 10
voina -> rynok = 7
voina -> ekologiia = 12
voina -> liudi = 8
voina -> gender = 5
voina -> feminizm = 6
voina -> serialy = 8
voina -> urbanistika = 6
voina -> semia = 4
voina -> soznanie = 5
voina -> vysshee-obrazovanie = 6
voina -> astronomiia = 3
voina -> angliiskii-iazyk = 5
voina -> poeziia = 4
moskva -> media = 21
moskva -> zhivotnye = 18
moskva -> teoriia-nauki = 18
moskva -> deti = 23
moskva -> otnosheniia = 16
moskva -> kosmos = 19
moskva -> obshchestvo = 19
moskva -> sport = 15
moskva -> khimiia = 14
moskva -> zhizn = 19
moskva -> finansy = 13
moskva -> chto-pochitat = 11
moskva -> alkogol = 15
moskva -> aviatsiia = 18
moskva -> dizain = 12
moskva -> fiziologiia = 9
moskva -> blizhnii-vostok = 9
moskva -> dengi = 9
moskva -> knigi = 9
moskva -> diskriminatsiia = 10
moskva -> rabota = 10
moskva -> khristianstvo = 8
moskva -> muzhchiny-i-zhenshchiny = 8
moskva -> klassnaia-istoriia = 12
moskva -> kriminal = 10
moskva -> etiket = 17
moskva -> liubov = 5
moskva -> sssr = 9
moskva -> diplomatiia = 9
moskva -> islam = 8
moskva -> ssha = 8
moskva -> son = 8
moskva -> non-fiction = 10
moskva -> russkii-iazyk = 8
moskva -> vselennaia = 5
moskva -> rynok = 7
moskva -> debaty = 11
moskva -> ekologiia = 12
moskva -> evropa = 7
moskva -> liudi = 8
moskva -> gender = 5
moskva -> feminizm = 6
moskva -> serialy = 8
moskva -> semia = 4
moskva -> soznanie = 5
moskva -> vysshee-obrazovanie = 6
moskva -> daish = 5
moskva -> astronomiia = 3
moskva -> angliiskii-iazyk = 5
moskva -> poeziia = 4
media -> zhivotnye = 18
media -> krasota = 21
media -> teoriia-nauki = 18
media -> deti = 21
media -> otnosheniia = 16
media -> kosmos = 19
media -> geografiia = 21
media -> obshchestvo = 19
media -> sport = 15
media -> transport = 14
media -> khimiia = 14
media -> zhizn = 19
media -> finansy = 13
media -> chto-pochitat = 11
media -> alkogol = 15
media -> aviatsiia = 18
media -> temy-net = 21
media -> avto = 13
media -> fiziologiia = 9
media -> blizhnii-vostok = 9
media -> dengi = 9
media -> knigi = 9
media -> diskriminatsiia = 10
media -> rabota = 10
media -> khristianstvo = 8
media -> muzhchiny-i-zhenshchiny = 8
media -> klassnaia-istoriia = 12
media -> kriminal = 10
media -> etiket = 17
media -> arkhitektura = 13
media -> liubov = 5
media -> sssr = 9
media -> diplomatiia = 9
media -> islam = 8
media -> ssha = 8
media -> son = 8
media -> non-fiction = 10
media -> russkii-iazyk = 8
media -> vselennaia = 5
media -> kafe-i-restorany = 10
media -> rynok = 7
media -> debaty = 11
media -> ekologiia = 12
media -> evropa = 7
media -> liudi = 8
media -> gender = 5
media -> feminizm = 6
media -> urbanistika = 6
media -> semia = 4
media -> soznanie = 5
media -> vysshee-obrazovanie = 6
media -> daish = 5
media -> astronomiia = 3
media -> angliiskii-iazyk = 5
media -> poeziia = 4
zhivotnye -> krasota = 18
zhivotnye -> teoriia-nauki = 18
zhivotnye -> deti = 18
zhivotnye -> otnosheniia = 16
zhivotnye -> kosmos = 18
zhivotnye -> geografiia = 18
zhivotnye -> obshchestvo = 18
zhivotnye -> moda = 18
zhivotnye -> sport = 15
zhivotnye -> transport = 14
zhivotnye -> khimiia = 14
zhivotnye -> zhizn = 18
zhivotnye -> finansy = 13
zhivotnye -> chto-pochitat = 11
zhivotnye -> alkogol = 15
zhivotnye -> aviatsiia = 18
zhivotnye -> temy-net = 18
zhivotnye -> avto = 13
zhivotnye -> dizain = 12
zhivotnye -> fiziologiia = 9
zhivotnye -> blizhnii-vostok = 9
zhivotnye -> dengi = 9
zhivotnye -> knigi = 9
zhivotnye -> diskriminatsiia = 10
zhivotnye -> rabota = 10
zhivotnye -> khristianstvo = 8
zhivotnye -> muzhchiny-i-zhenshchiny = 8
zhivotnye -> klassnaia-istoriia = 12
zhivotnye -> kriminal = 10
zhivotnye -> etiket = 17
zhivotnye -> arkhitektura = 13
zhivotnye -> liubov = 5
zhivotnye -> sssr = 9
zhivotnye -> diplomatiia = 9
zhivotnye -> islam = 8
zhivotnye -> ssha = 8
zhivotnye -> son = 8
zhivotnye -> non-fiction = 10
zhivotnye -> russkii-iazyk = 8
zhivotnye -> vselennaia = 5
zhivotnye -> kafe-i-restorany = 10
zhivotnye -> rynok = 7
zhivotnye -> debaty = 11
zhivotnye -> evropa = 7
zhivotnye -> liudi = 8
zhivotnye -> gender = 5
zhivotnye -> feminizm = 6
zhivotnye -> serialy = 8
zhivotnye -> urbanistika = 6
zhivotnye -> semia = 4
zhivotnye -> soznanie = 5
zhivotnye -> vysshee-obrazovanie = 6
zhivotnye -> daish = 5
zhivotnye -> astronomiia = 3
zhivotnye -> angliiskii-iazyk = 5
zhivotnye -> poeziia = 4
krasota -> teoriia-nauki = 18
krasota -> deti = 23
krasota -> otnosheniia = 16
krasota -> kosmos = 19
krasota -> obshchestvo = 19
krasota -> transport = 14
krasota -> khimiia = 14
krasota -> zhizn = 19
krasota -> finansy = 13
krasota -> chto-pochitat = 11
krasota -> alkogol = 15
krasota -> aviatsiia = 18
krasota -> avto = 13
krasota -> dizain = 12
krasota -> fiziologiia = 9
krasota -> blizhnii-vostok = 9
krasota -> dengi = 9
krasota -> knigi = 9
krasota -> diskriminatsiia = 10
krasota -> rabota = 10
krasota -> khristianstvo = 8
krasota -> klassnaia-istoriia = 12
krasota -> kriminal = 10
krasota -> arkhitektura = 13
krasota -> liubov = 5
krasota -> sssr = 9
krasota -> diplomatiia = 9
krasota -> islam = 8
krasota -> ssha = 8
krasota -> son = 8
krasota -> non-fiction = 10
krasota -> russkii-iazyk = 8
krasota -> vselennaia = 5
krasota -> kafe-i-restorany = 10
krasota -> rynok = 7
krasota -> debaty = 11
krasota -> ekologiia = 12
krasota -> evropa = 7
krasota -> liudi = 8
krasota -> gender = 5
krasota -> feminizm = 6
krasota -> serialy = 8
krasota -> urbanistika = 6
krasota -> semia = 4
krasota -> soznanie = 5
krasota -> vysshee-obrazovanie = 6
krasota -> daish = 5
krasota -> astronomiia = 3
krasota -> angliiskii-iazyk = 5
krasota -> poeziia = 4
teoriia-nauki -> deti = 18
teoriia-nauki -> otnosheniia = 16
teoriia-nauki -> geografiia = 18
teoriia-nauki -> obshchestvo = 18
teoriia-nauki -> moda = 18
teoriia-nauki -> sport = 15
teoriia-nauki -> transport = 14
teoriia-nauki -> zhizn = 18
teoriia-nauki -> finansy = 13
teoriia-nauki -> chto-pochitat = 11
teoriia-nauki -> alkogol = 15
teoriia-nauki -> aviatsiia = 18
teoriia-nauki -> temy-net = 18
teoriia-nauki -> avto = 13
teoriia-nauki -> dizain = 12
teoriia-nauki -> fiziologiia = 9
teoriia-nauki -> blizhnii-vostok = 9
teoriia-nauki -> dengi = 9
teoriia-nauki -> knigi = 9
teoriia-nauki -> diskriminatsiia = 10
teoriia-nauki -> rabota = 10
teoriia-nauki -> khristianstvo = 8
teoriia-nauki -> muzhchiny-i-zhenshchiny = 8
teoriia-nauki -> klassnaia-istoriia = 12
teoriia-nauki -> kriminal = 10
teoriia-nauki -> etiket = 17
teoriia-nauki -> arkhitektura = 13
teoriia-nauki -> liubov = 5
teoriia-nauki -> sssr = 9
teoriia-nauki -> diplomatiia = 9
teoriia-nauki -> islam = 8
teoriia-nauki -> ssha = 8
teoriia-nauki -> son = 8
teoriia-nauki -> non-fiction = 10
teoriia-nauki -> russkii-iazyk = 8
teoriia-nauki -> kafe-i-restorany = 10
teoriia-nauki -> rynok = 7
teoriia-nauki -> debaty = 11
teoriia-nauki -> ekologiia = 12
teoriia-nauki -> evropa = 7
teoriia-nauki -> liudi = 8
teoriia-nauki -> gender = 5
teoriia-nauki -> feminizm = 6
teoriia-nauki -> serialy = 8
teoriia-nauki -> urbanistika = 6
teoriia-nauki -> semia = 4
teoriia-nauki -> vysshee-obrazovanie = 6
teoriia-nauki -> daish = 5
teoriia-nauki -> astronomiia = 3
teoriia-nauki -> angliiskii-iazyk = 5
teoriia-nauki -> poeziia = 4
deti -> otnosheniia = 16
deti -> kosmos = 19
deti -> geografiia = 23
deti -> obshchestvo = 19
deti -> moda = 19
deti -> sport = 15
deti -> transport = 14
deti -> khimiia = 14
deti -> zhizn = 19
deti -> finansy = 13
deti -> chto-pochitat = 11
deti -> alkogol = 15
deti -> aviatsiia = 18
deti -> temy-net = 23
deti -> avto = 13
deti -> dizain = 12
deti -> fiziologiia = 9
deti -> blizhnii-vostok = 9
deti -> dengi = 9
deti -> knigi = 9
deti -> diskriminatsiia = 10
deti -> rabota = 10
deti -> khristianstvo = 8
deti -> muzhchiny-i-zhenshchiny = 8
deti -> klassnaia-istoriia = 12
deti -> kriminal = 10
deti -> etiket = 17
deti -> arkhitektura = 13
deti -> liubov = 5
deti -> sssr = 9
deti -> diplomatiia = 9
deti -> islam = 8
deti -> ssha = 8
deti -> son = 8
deti -> non-fiction = 10
deti -> russkii-iazyk = 8
deti -> vselennaia = 5
deti -> kafe-i-restorany = 10
deti -> rynok = 7
deti -> debaty = 11
deti -> ekologiia = 12
deti -> evropa = 7
deti -> liudi = 8
deti -> gender = 5
deti -> feminizm = 6
deti -> serialy = 8
deti -> urbanistika = 6
deti -> soznanie = 5
deti -> vysshee-obrazovanie = 6
deti -> daish = 5
deti -> astronomiia = 3
deti -> angliiskii-iazyk = 5
deti -> poeziia = 4
otnosheniia -> kosmos = 16
otnosheniia -> geografiia = 16
otnosheniia -> moda = 16
otnosheniia -> sport = 15
otnosheniia -> transport = 14
otnosheniia -> khimiia = 14
otnosheniia -> finansy = 13
otnosheniia -> chto-pochitat = 11
otnosheniia -> alkogol = 15
otnosheniia -> aviatsiia = 16
otnosheniia -> temy-net = 16
otnosheniia -> avto = 13
otnosheniia -> dizain = 12
otnosheniia -> fiziologiia = 9
otnosheniia -> blizhnii-vostok = 9
otnosheniia -> dengi = 9
otnosheniia -> knigi = 9
otnosheniia -> diskriminatsiia = 10
otnosheniia -> rabota = 10
otnosheniia -> khristianstvo = 8
otnosheniia -> klassnaia-istoriia = 12
otnosheniia -> kriminal = 10
otnosheniia -> arkhitektura = 13
otnosheniia -> sssr = 9
otnosheniia -> diplomatiia = 9
otnosheniia -> islam = 8
otnosheniia -> ssha = 8
otnosheniia -> son = 8
otnosheniia -> non-fiction = 10
otnosheniia -> russkii-iazyk = 8
otnosheniia -> vselennaia = 5
otnosheniia -> kafe-i-restorany = 10
otnosheniia -> rynok = 7
otnosheniia -> debaty = 11
otnosheniia -> ekologiia = 12
otnosheniia -> evropa = 7
otnosheniia -> gender = 5
otnosheniia -> feminizm = 6
otnosheniia -> serialy = 8
otnosheniia -> urbanistika = 6
otnosheniia -> soznanie = 5
otnosheniia -> vysshee-obrazovanie = 6
otnosheniia -> daish = 5
otnosheniia -> astronomiia = 3
otnosheniia -> angliiskii-iazyk = 5
otnosheniia -> poeziia = 4
kosmos -> geografiia = 19
kosmos -> obshchestvo = 19
kosmos -> moda = 19
kosmos -> sport = 15
kosmos -> transport = 14
kosmos -> khimiia = 14
kosmos -> zhizn = 19
kosmos -> finansy = 13
kosmos -> chto-pochitat = 11
kosmos -> alkogol = 15
kosmos -> temy-net = 19
kosmos -> avto = 13
kosmos -> dizain = 12
kosmos -> fiziologiia = 9
kosmos -> blizhnii-vostok = 9
kosmos -> dengi = 9
kosmos -> knigi = 9
kosmos -> diskriminatsiia = 10
kosmos -> rabota = 10
kosmos -> khristianstvo = 8
kosmos -> muzhchiny-i-zhenshchiny = 8
kosmos -> klassnaia-istoriia = 12
kosmos -> kriminal = 10
kosmos -> etiket = 17
kosmos -> arkhitektura = 13
kosmos -> liubov = 5
kosmos -> sssr = 9
kosmos -> diplomatiia = 9
kosmos -> islam = 8
kosmos -> ssha = 8
kosmos -> son = 8
kosmos -> non-fiction = 10
kosmos -> russkii-iazyk = 8
kosmos -> kafe-i-restorany = 10
kosmos -> rynok = 7
kosmos -> debaty = 11
kosmos -> ekologiia = 12
kosmos -> evropa = 7
kosmos -> liudi = 8
kosmos -> gender = 5
kosmos -> feminizm = 6
kosmos -> serialy = 8
kosmos -> urbanistika = 6
kosmos -> semia = 4
kosmos -> soznanie = 5
kosmos -> vysshee-obrazovanie = 6
kosmos -> daish = 5
kosmos -> angliiskii-iazyk = 5
kosmos -> poeziia = 4
geografiia -> obshchestvo = 19
geografiia -> moda = 19
geografiia -> sport = 15
geografiia -> khimiia = 14
geografiia -> zhizn = 19
geografiia -> finansy = 13
geografiia -> chto-pochitat = 11
geografiia -> alkogol = 15
geografiia -> aviatsiia = 18
geografiia -> temy-net = 23
geografiia -> avto = 13
geografiia -> dizain = 12
geografiia -> fiziologiia = 9
geografiia -> blizhnii-vostok = 9
geografiia -> dengi = 9
geografiia -> knigi = 9
geografiia -> diskriminatsiia = 10
geografiia -> rabota = 10
geografiia -> khristianstvo = 8
geografiia -> muzhchiny-i-zhenshchiny = 8
geografiia -> klassnaia-istoriia = 12
geografiia -> kriminal = 10
geografiia -> etiket = 17
geografiia -> liubov = 5
geografiia -> sssr = 9
geografiia -> islam = 8
geografiia -> ssha = 8
geografiia -> son = 8
geografiia -> non-fiction = 10
geografiia -> russkii-iazyk = 8
geografiia -> vselennaia = 5
geografiia -> kafe-i-restorany = 10
geografiia -> rynok = 7
geografiia -> debaty = 11
geografiia -> evropa = 7
geografiia -> liudi = 8
geografiia -> gender = 5
geografiia -> feminizm = 6
geografiia -> serialy = 8
geografiia -> urbanistika = 6
geografiia -> semia = 4
geografiia -> soznanie = 5
geografiia -> vysshee-obrazovanie = 6
geografiia -> daish = 5
geografiia -> astronomiia = 3
geografiia -> angliiskii-iazyk = 5
geografiia -> poeziia = 4
obshchestvo -> moda = 19
obshchestvo -> sport = 15
obshchestvo -> transport = 14
obshchestvo -> khimiia = 14
obshchestvo -> finansy = 13
obshchestvo -> chto-pochitat = 11
obshchestvo -> alkogol = 15
obshchestvo -> aviatsiia = 18
obshchestvo -> temy-net = 19
obshchestvo -> avto = 13
obshchestvo -> dizain = 12
obshchestvo -> fiziologiia = 9
obshchestvo -> blizhnii-vostok = 9
obshchestvo -> dengi = 9
obshchestvo -> knigi = 9
obshchestvo -> diskriminatsiia = 10
obshchestvo -> rabota = 10
obshchestvo -> khristianstvo = 8
obshchestvo -> muzhchiny-i-zhenshchiny = 8
obshchestvo -> klassnaia-istoriia = 12
obshchestvo -> kriminal = 10
obshchestvo -> etiket = 17
obshchestvo -> arkhitektura = 13
obshchestvo -> liubov = 5
obshchestvo -> sssr = 9
obshchestvo -> diplomatiia = 9
obshchestvo -> islam = 8
obshchestvo -> ssha = 8
obshchestvo -> son = 8
obshchestvo -> non-fiction = 10
obshchestvo -> russkii-iazyk = 8
obshchestvo -> vselennaia = 5
obshchestvo -> kafe-i-restorany = 10
obshchestvo -> rynok = 7
obshchestvo -> debaty = 11
obshchestvo -> ekologiia = 12
obshchestvo -> evropa = 7
obshchestvo -> gender = 5
obshchestvo -> feminizm = 6
obshchestvo -> serialy = 8
obshchestvo -> urbanistika = 6
obshchestvo -> semia = 4
obshchestvo -> soznanie = 5
obshchestvo -> vysshee-obrazovanie = 6
obshchestvo -> daish = 5
obshchestvo -> astronomiia = 3
obshchestvo -> angliiskii-iazyk = 5
obshchestvo -> poeziia = 4
moda -> transport = 14
moda -> khimiia = 14
moda -> zhizn = 19
moda -> finansy = 13
moda -> chto-pochitat = 11
moda -> alkogol = 15
moda -> aviatsiia = 18
moda -> temy-net = 19
moda -> avto = 13
moda -> fiziologiia = 9
moda -> blizhnii-vostok = 9
moda -> dengi = 9
moda -> knigi = 9
moda -> diskriminatsiia = 10
moda -> rabota = 10
moda -> khristianstvo = 8
moda -> muzhchiny-i-zhenshchiny = 8
moda -> klassnaia-istoriia = 12
moda -> kriminal = 10
moda -> arkhitektura = 13
moda -> liubov = 5
moda -> sssr = 9
moda -> diplomatiia = 9
moda -> islam = 8
moda -> ssha = 8
moda -> son = 8
moda -> non-fiction = 10
moda -> russkii-iazyk = 8
moda -> vselennaia = 5
moda -> kafe-i-restorany = 10
moda -> rynok = 7
moda -> debaty = 11
moda -> ekologiia = 12
moda -> evropa = 7
moda -> liudi = 8
moda -> gender = 5
moda -> feminizm = 6
moda -> serialy = 8
moda -> urbanistika = 6
moda -> semia = 4
moda -> soznanie = 5
moda -> vysshee-obrazovanie = 6
moda -> daish = 5
moda -> astronomiia = 3
moda -> angliiskii-iazyk = 5
moda -> poeziia = 4
sport -> transport = 14
sport -> khimiia = 14
sport -> zhizn = 15
sport -> finansy = 13
sport -> chto-pochitat = 11
sport -> alkogol = 15
sport -> aviatsiia = 15
sport -> dizain = 12
sport -> fiziologiia = 9
sport -> blizhnii-vostok = 9
sport -> dengi = 9
sport -> knigi = 9
sport -> diskriminatsiia = 10
sport -> rabota = 10
sport -> khristianstvo = 8
sport -> muzhchiny-i-zhenshchiny = 8
sport -> klassnaia-istoriia = 12
sport -> kriminal = 10
sport -> etiket = 15
sport -> arkhitektura = 13
sport -> liubov = 5
sport -> sssr = 9
sport -> diplomatiia = 9
sport -> islam = 8
sport -> ssha = 8
sport -> son = 8
sport -> non-fiction = 10
sport -> russkii-iazyk = 8
sport -> vselennaia = 5
sport -> kafe-i-restorany = 10
sport -> rynok = 7
sport -> debaty = 11
sport -> ekologiia = 12
sport -> evropa = 7
sport -> liudi = 8
sport -> gender = 5
sport -> feminizm = 6
sport -> serialy = 8
sport -> urbanistika = 6
sport -> semia = 4
sport -> soznanie = 5
sport -> vysshee-obrazovanie = 6
sport -> daish = 5
sport -> astronomiia = 3
sport -> angliiskii-iazyk = 5
sport -> poeziia = 4
transport -> khimiia = 14
transport -> zhizn = 14
transport -> finansy = 13
transport -> chto-pochitat = 11
transport -> alkogol = 14
transport -> temy-net = 14
transport -> fiziologiia = 9
transport -> blizhnii-vostok = 9
transport -> dengi = 9
transport -> knigi = 9
transport -> diskriminatsiia = 10
transport -> rabota = 10
transport -> khristianstvo = 8
transport -> muzhchiny-i-zhenshchiny = 8
transport -> klassnaia-istoriia = 12
transport -> kriminal = 10
transport -> etiket = 14
transport -> arkhitektura = 13
transport -> liubov = 5
transport -> sssr = 9
transport -> diplomatiia = 9
transport -> islam = 8
transport -> ssha = 8
transport -> son = 8
transport -> non-fiction = 10
transport -> russkii-iazyk = 8
transport -> vselennaia = 5
transport -> kafe-i-restorany = 10
transport -> rynok = 7
transport -> debaty = 11
transport -> ekologiia = 12
transport -> evropa = 7
transport -> liudi = 8
transport -> gender = 5
transport -> feminizm = 6
transport -> serialy = 8
transport -> semia = 4
transport -> soznanie = 5
transport -> vysshee-obrazovanie = 6
transport -> daish = 5
transport -> astronomiia = 3
transport -> angliiskii-iazyk = 5
transport -> poeziia = 4
khimiia -> zhizn = 14
khimiia -> finansy = 13
khimiia -> chto-pochitat = 11
khimiia -> aviatsiia = 14
khimiia -> temy-net = 14
khimiia -> avto = 13
khimiia -> dizain = 12
khimiia -> fiziologiia = 9
khimiia -> blizhnii-vostok = 9
khimiia -> dengi = 9
khimiia -> knigi = 9
khimiia -> diskriminatsiia = 10
khimiia -> rabota = 10
khimiia -> khristianstvo = 8
khimiia -> muzhchiny-i-zhenshchiny = 8
khimiia -> klassnaia-istoriia = 12
khimiia -> kriminal = 10
khimiia -> etiket = 14
khimiia -> arkhitektura = 13
khimiia -> liubov = 5
khimiia -> sssr = 9
khimiia -> diplomatiia = 9
khimiia -> islam = 8
khimiia -> ssha = 8
khimiia -> son = 8
khimiia -> non-fiction = 10
khimiia -> russkii-iazyk = 8
khimiia -> vselennaia = 5
khimiia -> kafe-i-restorany = 10
khimiia -> rynok = 7
khimiia -> debaty = 11
khimiia -> evropa = 7
khimiia -> liudi = 8
khimiia -> gender = 5
khimiia -> feminizm = 6
khimiia -> serialy = 8
khimiia -> urbanistika = 6
khimiia -> semia = 4
khimiia -> soznanie = 5
khimiia -> vysshee-obrazovanie = 6
khimiia -> daish = 5
khimiia -> astronomiia = 3
khimiia -> angliiskii-iazyk = 5
khimiia -> poeziia = 4
zhizn -> finansy = 13
zhizn -> chto-pochitat = 11
zhizn -> alkogol = 15
zhizn -> aviatsiia = 18
zhizn -> temy-net = 19
zhizn -> avto = 13
zhizn -> dizain = 12
zhizn -> fiziologiia = 9
zhizn -> blizhnii-vostok = 9
zhizn -> dengi = 9
zhizn -> knigi = 9
zhizn -> diskriminatsiia = 10
zhizn -> khristianstvo = 8
zhizn -> muzhchiny-i-zhenshchiny = 8
zhizn -> klassnaia-istoriia = 12
zhizn -> kriminal = 10
zhizn -> etiket = 17
zhizn -> arkhitektura = 13
zhizn -> sssr = 9
zhizn -> diplomatiia = 9
zhizn -> islam = 8
zhizn -> ssha = 8
zhizn -> son = 8
zhizn -> non-fiction = 10
zhizn -> russkii-iazyk = 8
zhizn -> vselennaia = 5
